N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Status,Licensure,Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),360UG,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),360UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),"1,650UG",For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,003,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),"1,650UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,004,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),"3,900UG",For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,005,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103883,N/A,"Venoms, Mixed Vespid Venom Protein",351(a),"3,900UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,006,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),120UG,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),120UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),550UG,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,003,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),550UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,004,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),"1,300UG",For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,005,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103884,N/A,"Venoms, Wasp Venom Protein",351(a),"1,300UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,006,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),120UG,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),120UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),550UG,For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,003,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),550UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,004,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),"1,300UG",For Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,005,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103885,N/A,"Venoms, White Faced Hornet Venom Protein",351(a),"1,300UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,006,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),120UG,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),120UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),550UG,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,003,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),550UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,004,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),"1,300UG",For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,005,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103886,N/A,"Venoms, Yellow Hornet Venom Protein",351(a),"1,300UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,006,CBER,3/22/1979,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),120UG,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),120UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),550UG,For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,003,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),550UG,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,004,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),"1,300UG",For Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,005,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103887,N/A,"Venoms, Yellow Jacket Venom Protein",351(a),"1,300UG",For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,006,CBER,1/1/1983,,,,
,Jubilant HollisterStier LLC,103889,N/A,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,9/24/1992,,,,
,Jubilant HollisterStier LLC,103889,N/A,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,9/24/1992,,,,
,Jubilant HollisterStier LLC,103890,N/A,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,9/18/1992,,,,
,Jubilant HollisterStier LLC,103890,N/A,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,002,CBER,9/18/1992,,,,
,Jubilant HollisterStier LLC,103891,N/A,Positive Skin Test Control-Histamine,351(a),6MG/ML,Injection,Percutaneous,Dropper Vial,Rx,Licensed,3/13/1924,,,0,Original,1272,001,CBER,10/23/1989,,,,
,GlaxoSmithKline Biologicals,103907,Pediarix,DTaP & Hepatitis B (Recombinant) & Inactivated Polio Virus Vaccine,351(a),0.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,12/13/2002,,,0,Original,1617,001,CBER,12/13/2002,,,,
,"Genentech, Inc.",103909,TNKase,tenecteplase,351(a),50MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6/2/2000,-,,,Original,1048,001,CDER,,,,,
,BTG International Inc.,103910,Digifab,Digoxin Immune Fab (Ovine),351(a),40MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/31/2001,,,0,Original,1861,001,CBER,4/22/1986,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),45UG/.5ML,Injection,Intramuscular,Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,002,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),180 G/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,12/23/1909,,,5240,Supplement,1725,003,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),27UG/0.1,Injection,Intradermal,Syringe,Disc,Licensed,5/9/2011,,,5369,Supplement,1725,004,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,6/7/2013,,,5574,Supplement,1725,005,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),60UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,6/7/2013,,,5574,Supplement,1725,006,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103914,"Fluzone, Fluzone Hd Quadrivalent, Fluzone High Dose, Fluzone Intradermal, Fluzone Quadrivalent",Influenza Virus Vaccine,351(a),36UG/.5ML,Injection,Intradermal,Pre-Filled Syringe,Rx,Licensed,12/11/2014,,,5733,Supplement,1725,007,CBER,11/9/1945,,,,
,Sanofi Pasteur Inc.,103915,Yf-Vax,Yellow Fever Vaccine,351(a),23.7PFU/.5ML,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,5/22/1953,,,,
,Sanofi Pasteur Inc.,103915,Yf-Vax,Yellow Fever Vaccine,351(a),4.74PFU/.5ML,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,12/9/1999,,,0,Original,1725,002,CBER,5/22/1953,,,,
,Sanofi Pasteur Inc.,103923,Menomune-C,"Meningococcal Polysaccharide Vaccine, Group C",351(a),0.5ML,For Injection,Subcutaneous,Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,4/2/1974,,,,
,Sanofi Pasteur Inc.,103924,Menomune-A,"Meningococcal Polysaccharide Vaccine, Group A",351(a),0.5ML,For Injection,Subcutaneous,Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,7/11/1975,,,,
,Sanofi Pasteur Inc.,103925,Menomune-A/C,"Meningococcal Polysaccharide Vaccine, Groups A and C Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,10/6/1975,,,,
,Sanofi Pasteur Inc.,103925,Menomune-A/C,"Meningococcal Polysaccharide Vaccine, Groups A and C Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,002,CBER,10/6/1975,,,,
,Sanofi Pasteur Inc.,103926,Menomune,"Meningococcal Polysaccharide Vaccine, Groups A, C, Y, and W-135 Combined",351(a),50UG/.5ML,For Injection,Subcutaneous,Vial,Disc,Licensed,12/9/1999,,,0,Original,1725,001,CBER,11/23/1981,,,,
,"Palatin Technologies, Inc.",103928,NeutroSpec,technetium 99m tc fanolesomab,351(a),0.25MG,Injection,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,7/2/2004,-,,,,1588,001,CDER,,,,,
,Sanofi Pasteur SA,103930,Ipol,Poliovirus Vaccine Inactivated,351(a),32/40/8 DAU/.5ML,Injection,"Intramuscular, Subcutaneous",Multi-Dose Vial,Rx,Licensed,2/4/2000,,,0,Original,1724,001,CBER,2/4/2000,,,,
,Sanofi Pasteur SA,103931,Imovax Rabies,Rabies Vaccine,351(a),(IM) 2.5IU/ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,2/4/2000,,,0,Original,1724,001,CBER,6/7/1915,,,,
,Sanofi Pasteur SA,103932,Imogam,Rabies Immune Globulin (Human),351(a),150IU/ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,3/6/2001,,,5000,Supplement,1724,001,CBER,6/12/1974,,,,
,Sanofi Pasteur SA,103935,"Acthib,Omnihib",Haemophilus b Conjugate Vaccine (Tetanus Toxoid Conjugate),351(a),24UG,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,2/4/2000,,,0,Original,1724,001,CBER,3/30/1993,,,,
,Sanofi Pasteur SA,103936,Typhim Vi,Typhoid Vi Polysaccharide Vaccine,351(a),50UG/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,2/4/2000,,,0,Original,1724,001,CBER,11/28/1994,,,,
,Sanofi Pasteur SA,103936,Typhim Vi,Typhoid Vi Polysaccharide Vaccine,351(a),25UG/.5ML,Injection,Intramuscular,Multi-Dose Vial,Rx,Licensed,2/4/2000,,,0,Original,1724,002,CBER,11/28/1994,,,,
,Sanofi Pasteur Limited,103940,Poliovax,Poliovirus Vaccine Inactivated (Human Diploid Cell),351(a),0.5ML,Injection,"Subcutaneous, Intramuscular",Vial,Disc,Licensed,2/24/2000,,,0,Original,1726,001,CBER,11/20/1987,,,,
,Sanofi Pasteur Limited,103941,Tubersol,"Tuberculin, Purified Protein Derivative",351(a),5TU/.1ML,Injection,Intradermal,Single-Dose Vial,Rx,Licensed,2/24/2000,,,0,Original,1726,001,CBER,9/2/1942,,,,
,Sanofi Pasteur Limited,103944,N/A,Diphtheria & Tetanus Toxoids Adsorbed,351(a),25/LF/5LF/0.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,2/24/2000,,,0,Original,1726,001,CBER,5/4/1949,,,,
,"ADMA Biologics, Inc.",103945,Nabi-HB,Hepatitis B Immune Globulin (Human),351(a),312IU/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,10/23/2001,,,0,Original,2019,001,CBER,6/15/1977,,,,
,"ADMA Biologics, Inc.",103945,Nabi-HB,Hepatitis B Immune Globulin (Human),351(a),1560IU/5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,10/23/2001,,,0,Original,2019,002,CBER,6/15/1977,,,,
,sanofi-aventis U.S. LLC,103946,Elitek,rasburicase,351(a),1.5MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/12/2002,-,,,Original,1752,001,CDER,,,,,7/12/2009
,sanofi-aventis U.S. LLC,103946,Elitek,rasburicase,351(a),7.5MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,1/6/2006,-,,5020,Supplement,1752,002,CDER,,,,,7/12/2009
,Genzyme Corporation,103948,Campath,alemtuzumab,351(a),30MG (10MG/ML),Injection,Intravenous,Ampule,Disc,Licensed,5/7/2001,-,,,Original,1596,001,CDER,,,,,5/7/2008
,Genzyme Corporation,103948,Lemtrada,alemtuzumab,351(a),12MG/1.2ML (10MG/ML),Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11/14/2014,-,,5139,Supplement,1596,002,CDER,,,,,5/7/2008
,Genzyme Corporation,103948,Campath,alemtuzumab,351(a),30MG/1ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10/12/2004,-,,5034,Supplement,1596,003,CDER,,,,,5/7/2008
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),50MCG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,1/19/2001,-,,,Original,0002,001,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Sylatron,peginterferon alfa-2b,351(a),200MCG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,3/29/2011,,,5153,Supplement,0002,002,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Sylatron,peginterferon alfa-2b,351(a),300MCG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,3/29/2011,,,5153,Supplement,0002,003,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Sylatron,peginterferon alfa-2b,351(a),600MCG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,3/29/2011,,,5153,Supplement,0002,004,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),50MCG/0.5ML,Injection,Subcutaneous,Autoinjector,Disc,Licensed,1/19/2001,-,,,Original,0002,005,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),80MCG/0.5ML,Injection,Subcutaneous,Autoinjector,Disc,Licensed,1/19/2001,-,,,Original,0002,006,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),80MCG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,1/19/2001,-,,,Original,0002,007,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),120MCG/0.5ML,Injection,Subcutaneous,Autoinjector,Disc,Licensed,1/19/2001,-,,,Original,0002,008,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),120MCG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,1/19/2001,-,,,Original,0002,009,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),150MCG/0.5ML,Injection,Subcutaneous,Autoinjector,Disc,Licensed,1/19/2001,-,,,Original,0002,010,CDER,,,,,
,Merck Sharp & Dohme Corp.,103949,Pegintron,peginterferon alfa-2b,351(a),150MCG/0.5ML,Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,1/19/2001,-,,,Original,0002,011,CDER,,,,,
,Swedish Orphan Biovitrum AB (publ),103950,Kineret,anakinra,351(a),100MG/0.67ML,Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,11/14/2001,-,,,Original,1859,001,CDER,,,,,12/21/2019
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),25MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,9/17/2001,-,,,Original,1080,001,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),40MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,9/17/2001,-,,,Original,1080,002,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),60MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,9/17/2001,-,,,Original,1080,003,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),100MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,9/17/2001,-,,,Original,1080,004,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),200MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,9/17/2001,-,,,Original,1080,005,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),25MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,9/17/2001,-,,,Original,1080,006,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),40MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,9/17/2001,-,,,Original,1080,007,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),60MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,9/17/2001,-,,,Original,1080,008,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),100MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,9/17/2001,-,,,Original,1080,009,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),200MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,9/17/2001,-,,,Original,1080,010,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.75ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,7/19/2002,-,,5001,Supplement,1080,011,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),300MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,7/19/2002,-,,5001,Supplement,1080,012,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Disc,Licensed,7/19/2002,-,,5001,Supplement,1080,013,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,014,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,015,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,016,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),200MCG/0.4ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,017,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),300MCG/0.6ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,018,CDER,,,,,
U,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/17/2002,-,,5022,Supplement,1080,019,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/12/2003,-,,5055,Supplement,1080,020,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,021,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Disc,Licensed,12/12/2003,-,,5055,Supplement,1080,022,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),40MCG/0.4ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,023,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),60MCG/0.3ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,024,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),100MCG/0.5ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,025,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.3ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,026,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),200MCG/0.4ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,027,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),300MCG/0.6ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,028,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection,"Intravenous, Subcutaneous",Pre-Filled Syringe,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,029,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),150MCG/0.75ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,030,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),300MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,031,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),500MCG/1ML,Injection,"Intravenous, Subcutaneous",Single-Dose Vial,Rx,Licensed,12/12/2003,-,,5055,Supplement,1080,032,CDER,,,,,
,"Amgen, Inc.",103951,Aranesp,darbepoetin alpha,351(a),25MCG/0.42ML,Injection,"Intravenous, Subcutaneous",Autoinjector,Disc,Licensed,6/29/2006,-,,5113,Supplement,1080,033,CDER,,,,,
